// ID, state, Author, Date (Open), Date (Close)
// Date pattern: DD/MM/YYYY
// Issues from Repository: https://github.com/zulip/zulip

1487,closed,XXX,showell,30/07/2016,10/08/2016
1486,closed,XXX,timabbott,30/07/2016,25/08/2016
1485,closed,XXX,showell,30/07/2016,08/10/2016
1484,closed,XXX,showell,30/07/2016,30/07/2016
1483,open,XXX,yhl3692319,30/07/2016,Null
1482,closed,XXX,showell,30/07/2016,08/10/2016
1481,closed,XXX,showell,30/07/2016,30/07/2016
1480,closed,XXX,timabbott,30/07/2016,05/08/2016
1479,open,XXX,timabbott,30/07/2016,Null
1478,open,XXX,showell,30/07/2016,Null
1477,closed,XXX,timabbott,29/07/2016,27/09/2016
1476,closed,XXX,timabbott,29/07/2016,13/09/2016
1475,closed,XXX,timabbott,29/07/2016,04/08/2016
1474,open,XXX,showell,29/07/2016,Null
1473,closed,XXX,timabbott,29/07/2016,03/08/2016
1472,open,XXX,showell,29/07/2016,Null
1471,closed,XXX,showell,29/07/2016,30/07/2016
1470,open,XXX,brainwane,29/07/2016,Null
1469,closed,XXX,showell,29/07/2016,29/07/2016
1468,closed,XXX,krtkmj,29/07/2016,01/08/2016
1467,closed,XXX,TomaszKolek,29/07/2016,29/07/2016
1466,closed,XXX,umairwaheed,29/07/2016,10/08/2016
1465,closed,XXX,umairwaheed,29/07/2016,01/08/2016
1464,open,XXX,galexrt,29/07/2016,Null
1463,open,XXX,timabbott,29/07/2016,Null
1462,closed,XXX,timabbott,29/07/2016,29/07/2016
1461,open,XXX,timabbott,28/07/2016,Null
1460,open,XXX,timabbott,28/07/2016,Null
1459,closed,XXX,timabbott,28/07/2016,04/08/2016
1458,open,XXX,timabbott,28/07/2016,Null
1457,closed,XXX,timabbott,28/07/2016,02/08/2016
1456,open,XXX,timabbott,28/07/2016,Null
1455,closed,XXX,timabbott,28/07/2016,30/09/2016
1454,closed,XXX,timabbott,28/07/2016,27/08/2016
1453,closed,XXX,brainwane,28/07/2016,28/07/2016
1452,closed,XXX,brainwane,28/07/2016,02/08/2016
1451,closed,XXX,sharmaeklavya2,28/07/2016,29/07/2016
1450,closed,XXX,brainwane,28/07/2016,28/08/2016
1449,closed,XXX,timabbott,28/07/2016,28/07/2016
1448,closed,XXX,showell,28/07/2016,28/07/2016
1447,closed,XXX,rwbarton,28/07/2016,28/07/2016
1446,closed,XXX,umkay,28/07/2016,10/08/2016
1445,closed,XXX,timabbott,28/07/2016,28/07/2016
1444,open,XXX,showell,28/07/2016,Null
1443,closed,XXX,showell,28/07/2016,28/07/2016
1442,closed,XXX,brainwane,28/07/2016,02/08/2016
1441,open,XXX,showell,28/07/2016,Null
1440,closed,XXX,showell,27/07/2016,30/07/2016
1439,closed,XXX,acrefoot,27/07/2016,18/08/2016
1438,closed,XXX,sharmaeklavya2,27/07/2016,27/07/2016
1437,closed,XXX,timabbott,27/07/2016,31/07/2016
1436,closed,XXX,showell,27/07/2016,27/07/2016
1435,open,XXX,brainwane,27/07/2016,Null
1434,closed,XXX,sharmaeklavya2,27/07/2016,30/07/2016
1433,closed,XXX,rishig,27/07/2016,27/07/2016
1432,open,XXX,krtkmj,27/07/2016,Null
1431,closed,XXX,umairwaheed,27/07/2016,28/07/2016
1430,closed,XXX,sharmaeklavya2,27/07/2016,27/07/2016
1429,closed,XXX,timabbott,27/07/2016,27/07/2016
1428,closed,XXX,timabbott,27/07/2016,27/07/2016
1427,closed,XXX,showell,27/07/2016,27/07/2016
1426,closed,XXX,rishig,27/07/2016,25/08/2016
1425,closed,XXX,showell,26/07/2016,27/07/2016
1424,open,XXX,rishig,26/07/2016,Null
1423,open,XXX,rishig,26/07/2016,Null
1422,closed,XXX,TomaszKolek,26/07/2016,05/08/2016
1421,open,XXX,rishig,26/07/2016,Null
1420,closed,XXX,timabbott,26/07/2016,27/09/2016
1419,closed,XXX,brainwane,26/07/2016,05/08/2016
1418,closed,XXX,brainwane,26/07/2016,01/08/2016
1417,open,XXX,rishig,26/07/2016,Null
1416,open,XXX,rishig,26/07/2016,Null
1415,open,XXX,rishig,26/07/2016,Null
1414,open,XXX,timabbott,26/07/2016,Null
1413,open,XXX,rishig,26/07/2016,Null
1412,closed,XXX,brainwane,26/07/2016,05/08/2016
1411,closed,XXX,timabbott,26/07/2016,01/08/2016
1410,open,XXX,sebastianelsner,26/07/2016,Null
1409,open,XXX,brainwane,26/07/2016,Null
1408,closed,XXX,umairwaheed,26/07/2016,10/08/2016
1407,closed,XXX,sharmaeklavya2,26/07/2016,26/07/2016
1406,open,XXX,rishig,26/07/2016,Null
1405,closed,XXX,sharmaeklavya2,26/07/2016,26/07/2016
1404,open,XXX,umkay,26/07/2016,Null
1403,open,XXX,acrefoot,25/07/2016,Null
1402,closed,XXX,rishig,25/07/2016,12/10/2016
1401,closed,XXX,TomaszKolek,25/07/2016,04/08/2016
1400,closed,XXX,timabbott,25/07/2016,26/09/2016
1399,closed,XXX,showell,25/07/2016,25/07/2016
1398,open,XXX,rishig,25/07/2016,Null
1397,closed,XXX,rishig,25/07/2016,29/07/2016
1396,closed,XXX,rishig,25/07/2016,10/08/2016
1395,closed,XXX,sharmaeklavya2,25/07/2016,25/07/2016
1394,closed,XXX,sharmaeklavya2,25/07/2016,25/07/2016
1393,open,XXX,rahuldeve,24/07/2016,Null
1392,closed,XXX,sharmaeklavya2,24/07/2016,25/07/2016
1391,open,XXX,showell,24/07/2016,Null
1390,closed,XXX,showell,24/07/2016,25/07/2016
1389,closed,XXX,showell,24/07/2016,24/07/2016
1388,closed,XXX,sharmaeklavya2,24/07/2016,25/07/2016
1387,closed,XXX,showell,23/07/2016,23/07/2016
1386,closed,XXX,showell,23/07/2016,25/07/2016
1385,closed,XXX,TroJan,23/07/2016,23/07/2016
1384,closed,XXX,TroJan,23/07/2016,23/07/2016
1383,closed,XXX,sharmaeklavya2,23/07/2016,23/07/2016
1382,open,XXX,showell,23/07/2016,Null
1381,open,XXX,showell,23/07/2016,Null
1380,closed,XXX,showell,23/07/2016,23/07/2016
1379,closed,XXX,showell,23/07/2016,04/10/2016
1378,open,XXX,sharmaeklavya2,23/07/2016,Null
1377,closed,XXX,rahuldeve,23/07/2016,27/07/2016
1376,closed,XXX,timabbott,23/07/2016,27/07/2016
1375,open,XXX,timabbott,22/07/2016,Null
1374,open,XXX,hackerkid,22/07/2016,Null
1373,closed,XXX,timabbott,22/07/2016,27/07/2016
1372,closed,XXX,timabbott,22/07/2016,10/08/2016
1371,open,XXX,showell,22/07/2016,Null
1370,open,XXX,timabbott,22/07/2016,Null
1369,open,XXX,timabbott,22/07/2016,Null
1368,open,XXX,timabbott,22/07/2016,Null
1367,closed,XXX,sharmaeklavya2,22/07/2016,22/07/2016
1366,open,XXX,brainwane,22/07/2016,Null
1365,open,XXX,timabbott,22/07/2016,Null
1364,closed,XXX,showell,22/07/2016,16/08/2016
1363,closed,XXX,timabbott,22/07/2016,06/08/2016
1362,closed,XXX,TroJan,22/07/2016,25/07/2016
1361,closed,XXX,kritkaran94,22/07/2016,22/07/2016
1360,closed,XXX,sharmaeklavya2,22/07/2016,22/07/2016
1359,closed,XXX,brainwane,22/07/2016,18/08/2016
1358,closed,XXX,showell,22/07/2016,06/08/2016
1357,open,XXX,showell,22/07/2016,Null
1356,closed,XXX,showell,22/07/2016,25/08/2016
1355,open,XXX,showell,22/07/2016,Null
1354,closed,XXX,sharmaeklavya2,21/07/2016,22/07/2016
1353,open,XXX,brainwane,21/07/2016,Null
1352,closed,XXX,timabbott,21/07/2016,27/07/2016
1351,open,XXX,timabbott,21/07/2016,Null
1350,closed,XXX,sharmaeklavya2,21/07/2016,23/07/2016
1349,closed,XXX,sharmaeklavya2,21/07/2016,21/07/2016
1348,open,XXX,timabbott,21/07/2016,Null
1347,open,XXX,showell,21/07/2016,Null
1346,closed,XXX,sharmaeklavya2,21/07/2016,21/07/2016
1345,closed,XXX,umairwaheed,21/07/2016,29/07/2016
1344,open,XXX,moebiuseye,21/07/2016,Null
1343,closed,XXX,umairwaheed,21/07/2016,21/07/2016
1342,open,XXX,timabbott,21/07/2016,Null
1341,open,XXX,timabbott,21/07/2016,Null
1340,closed,XXX,sharmaeklavya2,21/07/2016,21/07/2016
1339,open,XXX,showell,21/07/2016,Null
1338,closed,XXX,acrefoot,20/07/2016,20/07/2016
1337,closed,XXX,timabbott,20/07/2016,21/07/2016
1336,closed,XXX,christi3k,20/07/2016,21/07/2016
1335,open,XXX,timabbott,20/07/2016,Null
1334,open,XXX,showell,20/07/2016,Null
1333,closed,XXX,christi3k,20/07/2016,20/07/2016
1332,open,XXX,timabbott,20/07/2016,Null
1331,closed,XXX,timabbott,20/07/2016,17/08/2016
1330,open,XXX,showell,20/07/2016,Null
1329,closed,XXX,sharmaeklavya2,20/07/2016,20/07/2016
1328,closed,XXX,sharmaeklavya2,20/07/2016,21/07/2016
1327,closed,XXX,umairwaheed,20/07/2016,20/07/2016
1326,closed,XXX,acrefoot,19/07/2016,20/07/2016
1325,open,XXX,showell,19/07/2016,Null
1324,closed,XXX,sharmaeklavya2,19/07/2016,20/07/2016
1323,closed,XXX,TroJan,19/07/2016,21/07/2016
1322,closed,XXX,timabbott,19/07/2016,28/07/2016
1321,closed,XXX,timabbott,19/07/2016,19/07/2016
1320,open,XXX,timabbott,18/07/2016,Null
1319,closed,XXX,sharmaeklavya2,18/07/2016,18/07/2016
1318,closed,XXX,showell,18/07/2016,18/07/2016
1317,open,XXX,showell,17/07/2016,Null
1316,closed,XXX,TroJan,17/07/2016,23/07/2016
1315,closed,XXX,showell,17/07/2016,23/07/2016
1314,closed,XXX,showell,17/07/2016,18/07/2016
1313,closed,XXX,showell,17/07/2016,18/07/2016
1312,closed,XXX,showell,16/07/2016,17/07/2016
1311,closed,XXX,showell,16/07/2016,20/07/2016
1310,closed,XXX,showell,16/07/2016,16/07/2016
1309,closed,XXX,showell,16/07/2016,18/07/2016
1308,closed,XXX,sharmaeklavya2,16/07/2016,17/07/2016
1307,closed,XXX,showell,16/07/2016,18/07/2016
1306,closed,XXX,showell,16/07/2016,18/07/2016
1305,open,XXX,jdherg,16/07/2016,Null
1304,closed,XXX,showell,16/07/2016,17/07/2016
1303,closed,XXX,showell,16/07/2016,18/07/2016
1302,closed,XXX,acrefoot,16/07/2016,20/07/2016
1301,open,XXX,showell,16/07/2016,Null
1300,open,XXX,showell,16/07/2016,Null
1299,open,XXX,showell,15/07/2016,Null
1298,closed,XXX,sharmaeklavya2,15/07/2016,18/07/2016
1297,open,XXX,sharmaeklavya2,15/07/2016,Null
1296,open,XXX,timabbott,15/07/2016,Null
1295,open,XXX,rishig,15/07/2016,Null
1294,closed,XXX,rishig,15/07/2016,18/07/2016
1293,closed,XXX,aakash-cr7,15/07/2016,09/08/2016
1292,open,XXX,krtkmj,15/07/2016,Null
1291,open,XXX,showell,15/07/2016,Null
1290,closed,XXX,sharmaeklavya2,15/07/2016,15/07/2016
1289,open,XXX,showell,15/07/2016,Null
1288,closed,XXX,brainwane,15/07/2016,21/07/2016
1287,closed,XXX,showell,15/07/2016,15/07/2016
1286,open,XXX,rishig,15/07/2016,Null
1285,closed,XXX,alex,14/07/2016,15/07/2016
1284,closed,XXX,timabbott,14/07/2016,19/07/2016
1283,closed,XXX,rishig,14/07/2016,15/07/2016
1282,open,XXX,timabbott,14/07/2016,Null
1281,open,XXX,timabbott,14/07/2016,Null
1280,open,XXX,timabbott,14/07/2016,Null
1279,closed,XXX,showell,14/07/2016,14/07/2016
1278,closed,XXX,umairwaheed,14/07/2016,15/07/2016
1277,closed,XXX,rishig,14/07/2016,14/07/2016
1276,open,XXX,showell,14/07/2016,Null
1275,closed,XXX,sharmaeklavya2,14/07/2016,14/07/2016
1274,closed,XXX,TroJan,14/07/2016,20/07/2016
1273,open,XXX,rishig,14/07/2016,Null
1272,open,XXX,rishig,13/07/2016,Null
1271,closed,XXX,showell,13/07/2016,14/07/2016
1270,closed,XXX,rishig,13/07/2016,26/08/2016
1269,open,XXX,timabbott,13/07/2016,Null
1268,open,XXX,timabbott,13/07/2016,Null
1267,open,XXX,rishig,13/07/2016,Null
1266,closed,XXX,sharmaeklavya2,13/07/2016,13/07/2016
1265,closed,XXX,rishig,13/07/2016,13/07/2016
1264,closed,XXX,phansen01,13/07/2016,14/07/2016
1263,closed,XXX,timabbott,13/07/2016,27/09/2016
1262,open,XXX,brainwane,13/07/2016,Null
1261,closed,XXX,showell,13/07/2016,14/07/2016
1260,closed,XXX,timabbott,13/07/2016,13/07/2016
1259,closed,XXX,showell,13/07/2016,13/07/2016
1258,closed,XXX,sharmaeklavya2,13/07/2016,17/07/2016
1257,closed,XXX,umairwaheed,13/07/2016,19/07/2016
1256,closed,XXX,sharmaeklavya2,13/07/2016,07/10/2016
1255,closed,XXX,TroJan,13/07/2016,14/07/2016
1254,closed,XXX,galexrt,13/07/2016,25/07/2016
1253,open,XXX,timabbott,13/07/2016,Null
1252,closed,XXX,timabbott,13/07/2016,13/07/2016
1251,closed,XXX,timabbott,13/07/2016,21/07/2016
1250,closed,XXX,showell,13/07/2016,13/07/2016
1249,open,XXX,timabbott,13/07/2016,Null
1248,closed,XXX,showell,13/07/2016,13/07/2016
1247,closed,XXX,brainwane,13/07/2016,13/07/2016
1246,closed,XXX,rishig,13/07/2016,13/07/2016
1245,closed,XXX,brainwane,13/07/2016,25/08/2016
1244,closed,XXX,timabbott,13/07/2016,19/07/2016
1243,open,XXX,rishig,13/07/2016,Null
1242,closed,XXX,showell,13/07/2016,13/07/2016
1241,closed,XXX,urthbound,12/07/2016,13/07/2016
1240,closed,XXX,sharmaeklavya2,12/07/2016,13/07/2016
1239,open,XXX,rishig,12/07/2016,Null
1238,closed,XXX,showell,12/07/2016,12/07/2016
1237,closed,XXX,timabbott,12/07/2016,12/07/2016
1236,open,XXX,showell,12/07/2016,Null
1235,open,XXX,timabbott,12/07/2016,Null
1234,closed,XXX,showell,12/07/2016,12/07/2016
1233,closed,XXX,rishig,12/07/2016,13/07/2016
1232,closed,XXX,showell,12/07/2016,12/07/2016
1231,closed,XXX,brainwane,12/07/2016,12/07/2016
1230,closed,XXX,rishig,12/07/2016,09/09/2016
1229,closed,XXX,urthbound,12/07/2016,13/07/2016
1228,open,XXX,timabbott,12/07/2016,Null
1227,open,XXX,brainwane,12/07/2016,Null
1226,closed,XXX,sharmaeklavya2,12/07/2016,12/07/2016
1225,closed,XXX,sharmaeklavya2,12/07/2016,12/07/2016
1224,closed,XXX,sharmaeklavya2,12/07/2016,12/07/2016
1223,closed,XXX,timabbott,12/07/2016,09/10/2016
1222,closed,XXX,timabbott,12/07/2016,12/07/2016
1221,closed,XXX,timabbott,12/07/2016,05/10/2016
1220,closed,XXX,sharmaeklavya2,12/07/2016,12/07/2016
1219,closed,XXX,brainwane,11/07/2016,12/07/2016
1218,closed,XXX,brainwane,11/07/2016,19/07/2016
1217,closed,XXX,sharmaeklavya2,11/07/2016,11/07/2016
1216,closed,XXX,sharmaeklavya2,11/07/2016,12/07/2016
1215,closed,XXX,sharmaeklavya2,11/07/2016,12/07/2016
1214,open,XXX,timabbott,11/07/2016,Null
1213,closed,XXX,sharmaeklavya2,10/07/2016,11/07/2016
1212,open,XXX,timabbott,10/07/2016,Null
1211,open,XXX,timabbott,10/07/2016,Null
1210,closed,XXX,umairwaheed,10/07/2016,15/07/2016
1209,closed,XXX,showell,10/07/2016,15/07/2016
1208,closed,XXX,sharmaeklavya2,09/07/2016,11/07/2016
1207,closed,XXX,showell,09/07/2016,10/07/2016
1206,closed,XXX,showell,09/07/2016,10/07/2016
1205,closed,XXX,showell,09/07/2016,10/07/2016
1204,open,XXX,krtkmj,09/07/2016,Null
1203,open,XXX,showell,09/07/2016,Null
1202,closed,XXX,rahuldeve,09/07/2016,11/07/2016
1201,closed,XXX,alex,09/07/2016,10/07/2016
1200,closed,XXX,TroJan,09/07/2016,13/07/2016
1199,closed,XXX,showell,09/07/2016,09/07/2016
1198,closed,XXX,showell,09/07/2016,10/07/2016
1197,closed,XXX,showell,08/07/2016,09/07/2016
1196,closed,XXX,timabbott,08/07/2016,25/08/2016
1195,closed,XXX,TroJan,08/07/2016,08/07/2016
1194,closed,XXX,aakash-cr7,08/07/2016,14/07/2016
1193,closed,XXX,timabbott,08/07/2016,09/07/2016
1192,open,XXX,showell,08/07/2016,Null
1191,open,XXX,showell,07/07/2016,Null
1190,closed,XXX,timabbott,07/07/2016,21/07/2016
1189,open,XXX,timabbott,07/07/2016,Null
1188,closed,XXX,timabbott,07/07/2016,07/07/2016
1187,open,XXX,aakash-cr7,07/07/2016,Null
1186,open,XXX,showell,07/07/2016,Null
1185,open,XXX,timabbott,06/07/2016,Null
1184,open,XXX,timabbott,06/07/2016,Null
1183,open,XXX,timabbott,06/07/2016,Null
1182,closed,XXX,TomaszKolek,06/07/2016,07/07/2016
1181,closed,XXX,TomaszKolek,06/07/2016,07/07/2016
1180,open,XXX,timabbott,06/07/2016,Null
1179,open,XXX,TomaszKolek,05/07/2016,Null
1178,closed,XXX,christi3k,05/07/2016,30/07/2016
1177,closed,XXX,umairwaheed,05/07/2016,21/07/2016
1176,closed,XXX,umairwaheed,05/07/2016,09/07/2016
1175,closed,XXX,sharmaeklavya2,05/07/2016,08/07/2016
1174,closed,XXX,umairwaheed,05/07/2016,06/07/2016
1173,closed,XXX,TomaszKolek,04/07/2016,13/07/2016
1172,closed,XXX,sharmaeklavya2,04/07/2016,07/07/2016
1171,closed,XXX,sharmaeklavya2,03/07/2016,04/07/2016
1170,closed,XXX,sharmaeklavya2,03/07/2016,08/07/2016
1169,closed,XXX,kritkaran94,03/07/2016,22/07/2016
1168,closed,XXX,sharmaeklavya2,03/07/2016,06/07/2016
1167,closed,XXX,sharmaeklavya2,03/07/2016,06/07/2016
1166,closed,XXX,sharmaeklavya2,02/07/2016,07/07/2016
1165,closed,XXX,TroJan,02/07/2016,06/07/2016
1164,closed,XXX,sharmaeklavya2,02/07/2016,02/07/2016
1163,closed,XXX,sharmaeklavya2,02/07/2016,02/07/2016
1162,closed,XXX,krtkmj,02/07/2016,22/07/2016
1161,closed,XXX,sharmaeklavya2,02/07/2016,02/07/2016
1160,closed,XXX,sharmaeklavya2,02/07/2016,02/07/2016
1159,open,XXX,timabbott,01/07/2016,Null
1158,closed,XXX,timabbott,01/07/2016,21/07/2016
1157,closed,XXX,kritkaran94,01/07/2016,01/07/2016
1156,closed,XXX,timabbott,01/07/2016,07/07/2016
1155,closed,XXX,Jianchun1,01/07/2016,15/07/2016
1154,closed,XXX,hackerkid,30/06/2016,28/09/2016
1153,open,XXX,timabbott,30/06/2016,Null
1152,closed,XXX,timabbott,30/06/2016,30/06/2016
1151,closed,XXX,timabbott,30/06/2016,01/09/2016
1150,closed,XXX,rishig,30/06/2016,15/07/2016
1149,closed,XXX,sharmaeklavya2,30/06/2016,16/08/2016
1148,closed,XXX,umairwaheed,30/06/2016,18/07/2016
1147,open,XXX,bmalynovytch,30/06/2016,Null
1146,closed,XXX,rishig,29/06/2016,15/07/2016
1145,closed,XXX,sharmaeklavya2,29/06/2016,17/07/2016
1144,closed,XXX,sharmaeklavya2,29/06/2016,29/06/2016
1143,closed,XXX,sharmaeklavya2,29/06/2016,29/06/2016
1142,closed,XXX,sharmaeklavya2,29/06/2016,29/06/2016
1141,closed,XXX,timabbott,29/06/2016,08/07/2016
1140,closed,XXX,timabbott,29/06/2016,08/07/2016
1139,closed,XXX,hackerkid,28/06/2016,11/10/2016
1138,closed,XXX,sharmaeklavya2,28/06/2016,28/06/2016
1137,closed,XXX,sharmaeklavya2,28/06/2016,28/06/2016
1136,closed,XXX,sharmaeklavya2,28/06/2016,28/06/2016
1135,open,XXX,timabbott,28/06/2016,Null
1134,open,XXX,timabbott,27/06/2016,Null
1133,closed,XXX,timabbott,27/06/2016,28/06/2016
1132,closed,XXX,timabbott,27/06/2016,26/08/2016
1131,open,XXX,timabbott,27/06/2016,Null
1130,closed,XXX,aakash-cr7,27/06/2016,27/06/2016
1129,closed,XXX,sharmaeklavya2,27/06/2016,01/07/2016
1128,closed,XXX,hackerkid,26/06/2016,25/08/2016
1127,closed,XXX,timabbott,26/06/2016,07/07/2016
1126,closed,XXX,ashishk1994,26/06/2016,08/09/2016
1125,open,XXX,sharmaeklavya2,26/06/2016,Null
1124,closed,XXX,sharmaeklavya2,26/06/2016,26/06/2016
1123,closed,XXX,sharmaeklavya2,26/06/2016,26/06/2016
1122,open,XXX,krtkmj,25/06/2016,Null
1121,open,XXX,sharmaeklavya2,25/06/2016,Null
1120,closed,XXX,rahuldeve,25/06/2016,27/06/2016
1119,closed,XXX,rishig,25/06/2016,11/07/2016
1118,open,XXX,timabbott,25/06/2016,Null
1117,open,XXX,timabbott,25/06/2016,Null
1116,closed,XXX,timabbott,24/06/2016,27/09/2016
1115,closed,XXX,alexandrinaw,24/06/2016,30/06/2016
1114,closed,XXX,akashnimare,24/06/2016,24/06/2016
1113,closed,XXX,TroJan,24/06/2016,25/06/2016
1112,closed,XXX,timabbott,24/06/2016,24/06/2016
1111,closed,XXX,dracwyrm,24/06/2016,24/06/2016
1110,open,XXX,timabbott,24/06/2016,Null
1109,closed,XXX,timabbott,23/06/2016,25/06/2016
1108,closed,XXX,hackerkid,23/06/2016,25/06/2016
1107,open,XXX,kevinr,23/06/2016,Null
1106,closed,XXX,kkampardi,23/06/2016,28/06/2016
1105,closed,XXX,TroJan,23/06/2016,23/06/2016
1104,closed,XXX,umairwaheed,23/06/2016,04/07/2016
1103,open,XXX,jdherg,23/06/2016,Null
1102,closed,XXX,acrefoot,23/06/2016,24/06/2016
1101,open,XXX,krtkmj,22/06/2016,Null
1100,closed,XXX,sharmaeklavya2,22/06/2016,28/06/2016
1099,open,XXX,timabbott,22/06/2016,Null
1098,closed,XXX,TomaszKolek,22/06/2016,24/06/2016
1097,closed,XXX,phansen01,22/06/2016,25/06/2016
1096,closed,XXX,timabbott,22/06/2016,23/06/2016
1095,closed,XXX,timabbott,22/06/2016,29/06/2016
1094,closed,XXX,timabbott,22/06/2016,08/07/2016
1093,closed,XXX,timabbott,22/06/2016,22/06/2016
1092,closed,XXX,sharmaeklavya2,22/06/2016,22/06/2016
1091,closed,XXX,sharmaeklavya2,22/06/2016,22/06/2016
1090,closed,XXX,timabbott,22/06/2016,18/07/2016
1089,closed,XXX,TomaszKolek,21/06/2016,21/06/2016
1088,open,XXX,timabbott,21/06/2016,Null
1087,closed,XXX,hackerkid,21/06/2016,21/06/2016
1086,closed,XXX,sharmaeklavya2,21/06/2016,21/06/2016
1085,open,XXX,dracwyrm,21/06/2016,Null
1084,open,XXX,rishig,21/06/2016,Null
1083,closed,XXX,umairwaheed,21/06/2016,08/07/2016
1082,closed,XXX,umairwaheed,21/06/2016,21/06/2016
1081,closed,XXX,umairwaheed,21/06/2016,21/06/2016
1080,closed,XXX,sharmaeklavya2,21/06/2016,21/06/2016
1079,closed,XXX,akashnimare,21/06/2016,21/06/2016
1078,closed,XXX,alexandrinaw,21/06/2016,21/06/2016
1077,closed,XXX,acrefoot,21/06/2016,28/06/2016
1076,closed,XXX,timabbott,21/06/2016,04/07/2016
1075,closed,XXX,timabbott,21/06/2016,24/06/2016
1074,closed,XXX,timabbott,20/06/2016,21/06/2016
1073,closed,XXX,sharmaeklavya2,20/06/2016,20/06/2016
1072,closed,XXX,sharmaeklavya2,20/06/2016,21/06/2016
1071,closed,XXX,timabbott,20/06/2016,27/06/2016
1070,closed,XXX,timabbott,20/06/2016,28/06/2016
1069,open,XXX,timabbott,20/06/2016,Null
1068,closed,XXX,TomaszKolek,20/06/2016,21/06/2016
1067,closed,XXX,sharmaeklavya2,20/06/2016,20/06/2016
1066,closed,XXX,timabbott,20/06/2016,08/07/2016
1065,closed,XXX,umairwaheed,20/06/2016,20/06/2016
1064,closed,XXX,hackerkid,18/06/2016,30/06/2016
1063,closed,XXX,krtkmj,18/06/2016,23/06/2016
1062,closed,XXX,hackerkid,18/06/2016,24/06/2016
1061,closed,XXX,sharmaeklavya2,18/06/2016,20/06/2016
1060,closed,XXX,sharmaeklavya2,18/06/2016,27/06/2016
1059,closed,XXX,rishig,18/06/2016,30/06/2016
1058,closed,XXX,sharmaeklavya2,17/06/2016,18/06/2016
1057,open,XXX,sharmaeklavya2,17/06/2016,Null
1056,closed,XXX,sharmaeklavya2,17/06/2016,18/06/2016
1055,open,XXX,jdherg,17/06/2016,Null
1054,closed,XXX,timabbott,16/06/2016,17/06/2016
1053,closed,XXX,TroJan,16/06/2016,16/06/2016
1052,closed,XXX,sharmaeklavya2,16/06/2016,16/06/2016
1051,open,XXX,jdherg,16/06/2016,Null
1050,closed,XXX,jdherg,16/06/2016,17/06/2016
1049,closed,XXX,jdherg,16/06/2016,16/06/2016
1048,closed,XXX,timabbott,16/06/2016,17/06/2016
1047,closed,XXX,dehnert,16/06/2016,19/07/2016
1046,closed,XXX,timabbott,15/06/2016,20/06/2016
1045,closed,XXX,timabbott,15/06/2016,07/07/2016
1044,open,XXX,hackerkid,15/06/2016,Null
1043,closed,XXX,timabbott,15/06/2016,16/06/2016
1042,closed,XXX,brainwane,15/06/2016,29/07/2016
1041,open,XXX,timabbott,15/06/2016,Null
1040,closed,XXX,sharmaeklavya2,15/06/2016,15/06/2016
1039,open,XXX,auvipy,15/06/2016,Null
1038,closed,XXX,sharmaeklavya2,15/06/2016,15/06/2016
1037,closed,XXX,ibrand,15/06/2016,16/06/2016
1036,open,XXX,timabbott,15/06/2016,Null
1035,closed,XXX,timabbott,14/06/2016,20/06/2016
1034,closed,XXX,timabbott,14/06/2016,23/06/2016
1033,closed,XXX,timabbott,14/06/2016,25/08/2016
1032,closed,XXX,dracwyrm,14/06/2016,15/06/2016
1031,closed,XXX,ashishk1994,14/06/2016,15/06/2016
1030,closed,XXX,TroJan,14/06/2016,17/06/2016
1029,closed,XXX,umairwaheed,14/06/2016,15/06/2016
1028,open,XXX,timabbott,13/06/2016,Null
1027,closed,XXX,mjec,13/06/2016,13/06/2016
1026,closed,XXX,TomaszKolek,13/06/2016,13/06/2016
1025,closed,XXX,sharmaeklavya2,13/06/2016,14/06/2016
1024,closed,XXX,sharmaeklavya2,13/06/2016,13/06/2016
1023,closed,XXX,umairwaheed,13/06/2016,14/06/2016
1022,closed,XXX,umairwaheed,13/06/2016,13/06/2016
1021,closed,XXX,umairwaheed,13/06/2016,13/06/2016
1020,closed,XXX,sharmaeklavya2,13/06/2016,13/06/2016
1019,open,XXX,timabbott,13/06/2016,Null
1018,closed,XXX,timabbott,12/06/2016,12/06/2016
1017,closed,XXX,sharmaeklavya2,12/06/2016,12/06/2016
1016,open,XXX,Jianchun1,12/06/2016,Null
1015,closed,XXX,sharmaeklavya2,12/06/2016,12/06/2016
1014,closed,XXX,Jianchun1,12/06/2016,13/06/2016
1013,closed,XXX,sharmaeklavya2,12/06/2016,12/06/2016
1012,closed,XXX,krtkmj,11/06/2016,23/06/2016
1011,closed,XXX,sharmaeklavya2,11/06/2016,03/07/2016
1010,closed,XXX,timabbott,11/06/2016,11/06/2016
1009,open,XXX,timabbott,10/06/2016,Null
1008,closed,XXX,hackerkid,10/06/2016,11/06/2016
1007,closed,XXX,timabbott,10/06/2016,21/06/2016
1006,open,XXX,timabbott,10/06/2016,Null
1005,closed,XXX,timabbott,10/06/2016,15/09/2016
1004,closed,XXX,TomaszKolek,10/06/2016,14/06/2016
1003,closed,XXX,timabbott,10/06/2016,15/06/2016
1002,closed,XXX,timabbott,10/06/2016,14/07/2016
1001,open,XXX,timabbott,10/06/2016,Null
1000,open,XXX,timabbott,10/06/2016,Null
999,open,XXX,timabbott,10/06/2016,Null
998,closed,XXX,sharmaeklavya2,10/06/2016,10/06/2016
