Page: 1
https://api.github.com/repos/apple/swift/stargazers?page=1&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
<Response [200]>
2016-01-19T06:44:55Z - antons
2016-01-19T06:54:39Z - kimyoutora
2016-01-19T07:18:01Z - lzpfmh
2016-01-19T07:24:14Z - m2nlight
2016-01-19T07:27:59Z - GRiMe2D
2016-01-19T08:57:01Z - luxtmxw
2016-01-19T08:59:20Z - cichowski
2016-01-19T10:07:23Z - ChrisLawrenceGB
2016-01-19T10:08:49Z - gonwan
2016-01-19T10:16:21Z - ajahl
2016-01-19T10:28:08Z - glaucomsm
2016-01-19T12:44:58Z - anatoliyv
2016-01-19T12:54:39Z - MIchaelKa
2016-01-19T13:37:18Z - xuxiaokang
2016-01-19T14:41:04Z - ayyb1988
2016-01-19T14:44:01Z - JunCocos
2016-01-19T14:54:18Z - StoneGuru
2016-01-19T15:39:08Z - hssrrw
2016-01-19T15:47:10Z - kgbgbhbb
2016-01-19T15:47:10Z - tameroski
2016-01-19T16:02:51Z - damienromito
2016-01-19T16:08:40Z - bobby-digital-23
2016-01-19T17:01:58Z - reggied924
2016-01-19T17:25:48Z - jonfishr
2016-01-19T17:35:38Z - rublagar
2016-01-19T19:26:23Z - kschneidz
2016-01-19T19:53:13Z - tuffacton
2016-01-19T20:43:25Z - ChrisTsien
2016-01-19T20:53:34Z - t4ec
2016-01-19T21:14:31Z - minhnhatbui
Page: 823
https://api.github.com/repos/apple/swift/stargazers?page=823&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-19T22:07:59Z - tmrocha89
2016-01-19T22:53:08Z - matthiasludwig
2016-01-19T23:20:16Z - muka3d
2016-01-19T23:35:42Z - lucasosse
2016-01-19T23:56:35Z - telephant00
2016-01-20T00:32:20Z - isergart
2016-01-20T01:04:13Z - beryu
2016-01-20T01:13:18Z - cainanhe
2016-01-20T01:13:34Z - coldmn3
2016-01-20T01:44:04Z - damonzj
2016-01-20T01:45:05Z - 626600815
2016-01-20T02:06:45Z - ZhouBoo
2016-01-20T02:14:25Z - ZDFreshAir2012
2016-01-20T02:22:55Z - smileEvday
2016-01-20T02:48:43Z - SuperChloe
2016-01-20T02:52:02Z - SanghoYoon1124
2016-01-20T03:48:16Z - gaerae
2016-01-20T04:03:44Z - cristoper
2016-01-20T04:07:36Z - H13m0n
2016-01-20T04:26:40Z - magiccash
2016-01-20T04:53:14Z - ibangbang
2016-01-20T04:56:03Z - jessecoding
2016-01-20T05:34:42Z - zhugejunwei
2016-01-20T05:47:43Z - ClintonAkins
2016-01-20T06:26:51Z - skolade
2016-01-20T07:19:55Z - xiaopeng163
2016-01-20T07:49:21Z - szonebit
2016-01-20T07:51:09Z - JimChen
2016-01-20T07:52:48Z - jackgxl
2016-01-20T08:13:38Z - cheralathann
Page: 824
https://api.github.com/repos/apple/swift/stargazers?page=824&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-20T08:28:46Z - souvc
2016-01-20T08:43:50Z - vladbukin
2016-01-20T08:46:27Z - houweitao
2016-01-20T09:06:23Z - junhaoim
2016-01-20T09:23:04Z - JiangYuf
2016-01-20T09:59:44Z - Kaymin
2016-01-20T10:10:47Z - Kumuluzz
2016-01-20T10:55:45Z - 0x00evil
2016-01-20T11:08:56Z - gerplan
2016-01-20T12:08:30Z - tunnyios
2016-01-20T12:36:35Z - ohswift
2016-01-20T12:46:53Z - baspiotr
2016-01-20T13:20:29Z - matiasmoya
2016-01-20T15:12:35Z - cyx01
2016-01-20T15:22:21Z - ZekeSnider
2016-01-20T15:32:07Z - jglawrence
2016-01-20T15:40:49Z - elirex
2016-01-20T15:47:53Z - ABeaupain
2016-01-20T16:12:56Z - petervdl
2016-01-20T16:47:36Z - ask8943
2016-01-20T17:23:43Z - mingxian
2016-01-20T18:05:25Z - viva-yasu
2016-01-20T18:57:59Z - jadmz
2016-01-20T19:05:32Z - mcpike
2016-01-20T19:44:54Z - Mezarith
2016-01-20T22:10:27Z - htalat
2016-01-21T01:30:30Z - BlAckNeXT
2016-01-21T01:31:55Z - PT600
2016-01-21T01:45:37Z - xiaohou31549
2016-01-21T01:47:00Z - sbilodeau
Page: 825
https://api.github.com/repos/apple/swift/stargazers?page=825&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-21T01:56:22Z - ottophil
2016-01-21T02:06:19Z - vulcan
2016-01-21T02:28:48Z - yusuke-eure
2016-01-21T02:34:56Z - Abson
2016-01-21T02:40:50Z - CrazyPeter
2016-01-21T03:02:22Z - zcdll
2016-01-21T03:54:05Z - kenijb
2016-01-21T03:54:38Z - jixuhui
2016-01-21T03:59:13Z - suryakants
2016-01-21T04:14:00Z - herbert1119
2016-01-21T04:19:45Z - d1248966459
2016-01-21T05:05:35Z - chengkaizone
2016-01-21T05:22:46Z - kusekan
2016-01-21T06:35:01Z - Maqio
2016-01-21T06:39:02Z - isoloist
2016-01-21T07:20:43Z - hnakagawa
2016-01-21T07:44:45Z - bowenchen6
2016-01-21T07:54:37Z - shineM
2016-01-21T08:20:15Z - fotock
2016-01-21T08:31:40Z - sunzzww
2016-01-21T08:37:06Z - standwally
2016-01-21T08:45:20Z - DearMadMan
2016-01-21T08:54:06Z - liyueMaster
2016-01-21T09:19:27Z - ShineYang
2016-01-21T09:58:31Z - ForeverQ
2016-01-21T10:02:14Z - tharpa
2016-01-21T10:17:23Z - laravi
2016-01-21T10:21:04Z - zhouzhuhao
2016-01-21T10:50:47Z - xmh19936688
2016-01-21T12:14:37Z - YamLee
Page: 826
https://api.github.com/repos/apple/swift/stargazers?page=826&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-21T15:22:27Z - Gressill
2016-01-21T18:11:32Z - psteinauer
2016-01-21T18:26:41Z - rtappmeyer
2016-01-21T18:28:10Z - Ahmed0Saleh
2016-01-21T18:56:23Z - Ipomoea
2016-01-21T19:07:16Z - urappe
2016-01-21T19:12:31Z - vallipylo
2016-01-21T19:14:47Z - maredd
2016-01-21T19:17:39Z - berumm
2016-01-21T19:21:46Z - jitendragaur
2016-01-21T19:23:37Z - gaboit
2016-01-21T20:17:37Z - raid5
2016-01-21T20:26:01Z - ivanakimov
2016-01-21T20:28:40Z - backslash-f
2016-01-21T20:28:59Z - SeanHansell
2016-01-21T20:39:05Z - karleeadams
2016-01-21T21:59:36Z - greggwardnz
2016-01-21T22:19:59Z - shirleyrz
2016-01-21T22:57:22Z - mktktmr
2016-01-22T01:21:17Z - watermpy
2016-01-22T02:05:13Z - rodferro
2016-01-22T02:54:36Z - kumamu
2016-01-22T03:28:20Z - notice501
2016-01-22T03:46:32Z - fanhongwei
2016-01-22T06:30:23Z - tuanquanghpvn
2016-01-22T06:36:31Z - m13026178198
2016-01-22T07:03:18Z - sunshineLixun
2016-01-22T08:44:34Z - iandrewt
2016-01-22T08:52:21Z - hongdaorongThink
2016-01-22T09:07:36Z - Qingzhaowang
Page: 827
https://api.github.com/repos/apple/swift/stargazers?page=827&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-22T11:26:28Z - lasson-g
2016-01-22T14:26:09Z - yuleizhuai
2016-01-22T15:01:25Z - mobdim
2016-01-22T15:50:00Z - remixnine
2016-01-22T16:56:56Z - erogers6264
2016-01-22T17:19:42Z - lg31415
2016-01-22T18:03:12Z - danthegoat
2016-01-22T18:52:12Z - daveperutka
2016-01-22T20:49:52Z - soctkoren
2016-01-22T20:51:58Z - joesturz
2016-01-22T23:33:54Z - jknash101
2016-01-23T00:55:47Z - diogot
2016-01-23T02:55:57Z - luismayta
2016-01-23T03:12:12Z - billabt
2016-01-23T05:33:00Z - jun159
2016-01-23T06:52:34Z - theoras
2016-01-23T07:17:36Z - hucool
2016-01-23T08:20:40Z - z1995r
2016-01-23T08:57:16Z - iq3addLi
2016-01-23T10:11:55Z - zillion45
2016-01-23T11:54:18Z - IAmTipsy
2016-01-23T12:55:40Z - binglingshuang
2016-01-23T13:32:58Z - zhrmghgfff
2016-01-23T14:05:53Z - kt3k
2016-01-23T14:42:22Z - kevinclcn
2016-01-23T14:54:53Z - sdrpa
2016-01-23T15:46:12Z - qdsay
2016-01-23T20:18:40Z - pavshn
2016-01-23T23:09:43Z - suhasinic
2016-01-24T00:33:23Z - we7ee
Page: 828
https://api.github.com/repos/apple/swift/stargazers?page=828&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-24T02:32:21Z - MichaelWangCH
2016-01-24T04:33:23Z - ntzyz
2016-01-24T06:13:46Z - hakehong
2016-01-24T06:41:09Z - Seeker1911
2016-01-24T06:43:11Z - jbankes
2016-01-24T08:07:00Z - lilizing
2016-01-24T08:13:14Z - 2t10p
2016-01-24T08:38:53Z - tdtsh
2016-01-24T09:02:38Z - radopitonak
2016-01-24T10:28:46Z - yanxun827
2016-01-24T10:35:19Z - roborheems
2016-01-24T10:39:54Z - atetlaw
2016-01-24T12:30:03Z - Jax0rz
2016-01-24T12:57:31Z - ricardo-heightshq
2016-01-24T14:30:59Z - s0hno
2016-01-24T14:38:20Z - AnythingLucky
2016-01-24T15:21:18Z - mogarick
2016-01-24T15:22:13Z - johnpatrickcassidy
2016-01-24T17:24:42Z - Lvt
2016-01-24T19:32:18Z - vasarhelyia
2016-01-24T20:20:39Z - albertodebortoli
2016-01-24T21:10:07Z - Jamonek
2016-01-24T22:09:44Z - Lostrit
2016-01-24T22:31:19Z - Alpho
2016-01-24T23:59:50Z - frank3stein
2016-01-25T00:07:46Z - jenzz
2016-01-25T00:41:02Z - wateret
2016-01-25T01:19:03Z - Hoikiiz
2016-01-25T01:26:30Z - penguin1214
2016-01-25T02:17:10Z - 4garfield
Page: 829
https://api.github.com/repos/apple/swift/stargazers?page=829&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-25T02:59:16Z - yadihaoku
2016-01-25T03:25:43Z - djthorough
2016-01-25T07:33:47Z - Kaustubh-Deshmukh
2016-01-25T07:44:18Z - umendge
2016-01-25T08:23:41Z - phamducgiam
2016-01-25T09:45:49Z - FunnyCoderWang
2016-01-25T10:21:44Z - ferasinka
2016-01-25T10:49:28Z - hbinl
2016-01-25T12:22:20Z - xzssws
2016-01-25T12:43:11Z - dalonglong
2016-01-25T12:50:49Z - rigelxu
2016-01-25T13:44:56Z - zenopopovici
2016-01-25T14:47:02Z - ifussa
2016-01-25T16:35:33Z - tomhutchi
2016-01-25T17:33:49Z - aint
2016-01-25T17:54:43Z - kube
2016-01-25T18:20:44Z - aychando
2016-01-25T19:57:10Z - brandonc91
2016-01-25T20:27:09Z - d4rkd3v1l
2016-01-25T21:29:11Z - WildGenie
2016-01-25T22:10:05Z - sylvainpion
2016-01-25T22:47:07Z - tcirwin
2016-01-26T00:03:05Z - c7l8
2016-01-26T00:48:00Z - Kialect
2016-01-26T01:11:03Z - cristenger
2016-01-26T01:11:59Z - MSTGit
2016-01-26T01:25:59Z - Mitja13
2016-01-26T01:48:22Z - ThreeMillion
2016-01-26T02:35:27Z - jyiigpgf
2016-01-26T03:48:01Z - funami
Page: 830
https://api.github.com/repos/apple/swift/stargazers?page=830&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-26T03:53:43Z - mmusavi
2016-01-26T05:28:32Z - handsomegyr
2016-01-26T06:27:17Z - guiunoh
2016-01-26T06:45:50Z - neoarcher
2016-01-26T06:52:53Z - oaoit
2016-01-26T07:00:42Z - milesxu
2016-01-26T07:17:34Z - rickyngan
2016-01-26T07:59:08Z - mrshih
2016-01-26T08:10:05Z - romeo1978
2016-01-26T08:18:44Z - JiangqiQAQ
2016-01-26T08:44:41Z - sunfuzong
2016-01-26T08:59:20Z - okla
2016-01-26T09:23:02Z - Nax
2016-01-26T09:51:29Z - sameesh-s
2016-01-26T10:11:26Z - IsaacZhi
2016-01-26T10:20:59Z - piotrpluta
2016-01-26T11:54:23Z - vinnyzhaowenyu
2016-01-26T11:58:08Z - jsrubio
2016-01-26T12:25:13Z - leznupar999
2016-01-26T13:22:33Z - zzhzz
2016-01-26T13:37:22Z - bsanzhiev
2016-01-26T13:58:37Z - genedelisa
2016-01-26T14:44:21Z - xiaotong0202
2016-01-26T14:46:59Z - rickybloomfield
2016-01-26T15:22:09Z - dannycalleri
2016-01-26T15:56:23Z - kysil
2016-01-26T15:58:19Z - RiceParty
2016-01-26T16:21:57Z - michelsousacarvalho
2016-01-26T16:48:26Z - mvnpool
2016-01-26T17:58:24Z - rafalwojcik
Page: 831
https://api.github.com/repos/apple/swift/stargazers?page=831&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-26T19:22:57Z - lecocissoto
2016-01-26T20:14:53Z - CGS-123
2016-01-26T20:37:22Z - gewaraz
2016-01-26T20:54:53Z - lmfrgsn
2016-01-26T21:09:26Z - alexth
2016-01-26T21:36:37Z - npapanastasiou
2016-01-26T22:05:04Z - scibidoo
2016-01-26T22:42:07Z - guicaro
2016-01-26T23:53:17Z - jkatayama
2016-01-27T00:01:49Z - RayLLiu
2016-01-27T01:26:04Z - zhu915139481
2016-01-27T01:28:23Z - Mary98
2016-01-27T01:31:42Z - LuoTuxiu
2016-01-27T01:54:04Z - RyanBreaker
2016-01-27T01:54:51Z - jsun789
2016-01-27T01:59:54Z - hujia
2016-01-27T02:06:05Z - orchisan
2016-01-27T02:26:37Z - xiaofeng80
2016-01-27T03:11:17Z - oswagner
2016-01-27T03:28:34Z - cjafari20
2016-01-27T03:41:45Z - bho01
2016-01-27T06:09:49Z - synemin
2016-01-27T06:38:25Z - nuoyaneasy
2016-01-27T06:47:36Z - gaoqing1993
2016-01-27T06:52:21Z - wiseleywu
2016-01-27T07:07:04Z - DearlingZou8789
2016-01-27T07:08:52Z - HarrisLee
2016-01-27T07:18:12Z - FoghostCn
2016-01-27T07:31:53Z - EvanLu
2016-01-27T07:50:13Z - kevinhury
Page: 832
https://api.github.com/repos/apple/swift/stargazers?page=832&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-27T08:54:31Z - jkcomment
2016-01-27T08:55:34Z - takuran
2016-01-27T10:08:46Z - mutekinootoko
2016-01-27T11:04:39Z - kantanta
2016-01-27T11:18:28Z - huangleon
2016-01-27T11:25:20Z - pengsheng998
2016-01-27T12:29:53Z - alexmanrique
2016-01-27T12:37:30Z - adoryn
2016-01-27T12:58:11Z - suntine
2016-01-27T13:19:41Z - matthewrankin
2016-01-27T13:32:54Z - frankzhang
2016-01-27T15:12:23Z - smohn
2016-01-27T15:39:34Z - muqq
2016-01-27T15:45:20Z - Graystripe17
2016-01-27T15:59:21Z - nivanchikov
2016-01-27T16:11:01Z - rermert
2016-01-27T16:14:40Z - gaoryrt
2016-01-27T17:10:28Z - pmostoff
2016-01-27T17:41:26Z - PatrickOR
2016-01-27T18:40:39Z - niceppl
2016-01-27T18:43:09Z - lorenkp
2016-01-27T20:25:17Z - chris-pilcher
2016-01-27T22:00:20Z - TutorialDoctor
2016-01-27T22:20:35Z - karlasamantha
2016-01-27T23:07:24Z - nickmiko
2016-01-28T02:36:54Z - wikison
2016-01-28T04:25:36Z - pinchih
2016-01-28T04:49:05Z - qbeenslee
2016-01-28T05:24:18Z - zhengweishu
2016-01-28T05:35:13Z - Enriqe
Page: 833
https://api.github.com/repos/apple/swift/stargazers?page=833&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-28T06:05:56Z - zachcoyle
2016-01-28T06:25:54Z - dacchan
2016-01-28T06:37:00Z - voidpainter
2016-01-28T06:54:04Z - Sanjeev0410
2016-01-28T07:18:00Z - varEnigmatic
2016-01-28T07:25:28Z - wuyulong
2016-01-28T07:49:39Z - iGuure
2016-01-28T07:59:55Z - daQiuQiu
2016-01-28T09:30:17Z - Adeelchowdhry
2016-01-28T09:52:10Z - pravallikaR
2016-01-28T10:36:09Z - aaaron7
2016-01-28T10:45:10Z - reynold-lariza
2016-01-28T10:52:20Z - baiyaaaaa
2016-01-28T10:55:34Z - rbarbosa
2016-01-28T10:57:22Z - ondbar
2016-01-28T12:22:52Z - grusha
2016-01-28T13:14:01Z - SerxLee
2016-01-28T14:47:23Z - ZWZZZ
2016-01-28T15:39:22Z - amishyn
2016-01-28T15:59:30Z - JesseScott
2016-01-28T16:24:07Z - brianramirez
2016-01-28T16:29:52Z - SADmitry
2016-01-28T17:48:52Z - leo150
2016-01-28T17:49:10Z - ahRay
2016-01-28T19:37:53Z - Barcaloni
2016-01-28T19:42:02Z - laventura
2016-01-28T20:24:29Z - Abainddo
2016-01-28T21:32:09Z - glenselle
2016-01-28T21:41:16Z - federaldi
2016-01-28T22:29:36Z - Pi51
Page: 834
https://api.github.com/repos/apple/swift/stargazers?page=834&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-28T22:58:05Z - StevenLambion
2016-01-28T23:28:51Z - pablolago
2016-01-29T00:35:46Z - yosan
2016-01-29T01:16:45Z - ZaggerWang
2016-01-29T01:56:10Z - leoformaggio
2016-01-29T02:22:14Z - bennydoub
2016-01-29T02:24:33Z - Leoyang183
2016-01-29T02:44:01Z - illusiongift
2016-01-29T03:17:12Z - wupengnash
2016-01-29T03:27:19Z - mzanussi
2016-01-29T04:51:27Z - mikedanese
2016-01-29T05:27:40Z - paragshah
2016-01-29T05:43:56Z - 476169492
2016-01-29T06:01:18Z - shirokumacafe
2016-01-29T06:43:08Z - xxjh
2016-01-29T06:46:52Z - audiebantzhan
2016-01-29T07:17:36Z - hjl1114
2016-01-29T07:26:57Z - kevin1211
2016-01-29T07:49:50Z - kimizhen
2016-01-29T07:50:48Z - hughbe
2016-01-29T07:53:03Z - robinzhangx
2016-01-29T08:10:59Z - vikmeup
2016-01-29T08:16:34Z - ZacksTsang
2016-01-29T08:37:24Z - iusn
2016-01-29T08:47:41Z - icetears
2016-01-29T09:03:51Z - seanxux
2016-01-29T09:22:19Z - paillou
2016-01-29T10:24:47Z - natesilva
2016-01-29T10:54:55Z - dup2X
2016-01-29T12:25:26Z - wellsjo
Page: 835
https://api.github.com/repos/apple/swift/stargazers?page=835&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-29T13:12:34Z - Mozilla9
2016-01-29T15:21:25Z - Coconutwater
2016-01-29T15:48:59Z - mac0ne
2016-01-29T16:01:43Z - MrOutput
2016-01-29T16:50:25Z - sanmenon
2016-01-29T16:51:09Z - BenvolioMann
2016-01-29T17:11:46Z - grishamsc
2016-01-29T20:16:25Z - qwertyshan
2016-01-29T20:41:48Z - rodrigozanatta
2016-01-29T21:10:11Z - komolkin
2016-01-29T21:13:44Z - cageyjames
2016-01-29T23:16:13Z - Slummp
2016-01-30T01:40:46Z - shuchen
2016-01-30T02:52:34Z - sathyamoorthi
2016-01-30T03:30:05Z - aleksandrshoshiashvili
2016-01-30T03:47:16Z - newblash
2016-01-30T05:17:01Z - TonyChol
2016-01-30T05:50:35Z - runako
2016-01-30T06:17:29Z - cbank327
2016-01-30T06:19:54Z - KoMinkyu
2016-01-30T08:45:45Z - ThinkerJesse
2016-01-30T09:02:37Z - jsahagun
2016-01-30T09:18:29Z - LightApprentice
2016-01-30T09:49:03Z - FrederikSai
2016-01-30T10:03:24Z - k-shnyrev
2016-01-30T11:10:14Z - wootsaejao
2016-01-30T12:40:04Z - kashifshaikh
2016-01-30T13:57:30Z - najiji
2016-01-30T15:13:53Z - lxd123
2016-01-30T15:19:45Z - elmehdilaagad
Page: 836
https://api.github.com/repos/apple/swift/stargazers?page=836&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-30T15:31:01Z - stblack
2016-01-30T17:58:06Z - danc603
2016-01-30T18:14:30Z - gga122
2016-01-30T18:48:50Z - Bad-ptr
2016-01-30T19:08:33Z - jakeaglass
2016-01-30T21:16:23Z - androoo
2016-01-30T21:58:44Z - diegoalc
2016-01-30T22:22:08Z - nickshine
2016-01-30T22:48:51Z - jazzyMix
2016-01-31T02:29:30Z - michaelrbock
2016-01-31T02:38:00Z - kibgzr
2016-01-31T03:25:24Z - CaptainMalReynolds
2016-01-31T04:15:27Z - HardipAtWpost
2016-01-31T04:28:48Z - maskzh
2016-01-31T06:26:30Z - mrdonley
2016-01-31T07:42:55Z - chenbk85
2016-01-31T09:22:46Z - svenvNL
2016-01-31T11:35:51Z - Wussypants
2016-01-31T11:37:22Z - hackebrot
2016-01-31T12:21:12Z - Wes974
2016-01-31T12:35:26Z - iccub
2016-01-31T14:26:08Z - fezhang
2016-01-31T15:06:19Z - nicle-lin
2016-01-31T15:06:50Z - Hefountain
2016-01-31T16:00:56Z - zhxu6625
2016-01-31T16:12:49Z - hanhansoul
2016-01-31T19:20:26Z - jhowell7
2016-01-31T20:08:52Z - joshpadilla
2016-01-31T21:52:30Z - Neradoc
2016-01-31T23:30:46Z - jmaenpaa
Page: 837
https://api.github.com/repos/apple/swift/stargazers?page=837&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-01-31T23:45:14Z - RicardoBarroso
2016-01-31T23:51:09Z - PENGUINLIONG
2016-02-01T00:02:36Z - microbite
2016-02-01T00:34:09Z - palle-k
2016-02-01T00:46:39Z - S3A130050131555
2016-02-01T01:17:29Z - ZzzM
2016-02-01T01:32:09Z - al-zonke
2016-02-01T01:55:23Z - salimbraksa
2016-02-01T02:17:12Z - accw
2016-02-01T03:25:14Z - kimlet
2016-02-01T04:02:54Z - dw22
2016-02-01T04:45:31Z - LOUiSLiNG
2016-02-01T05:01:22Z - taostrive
2016-02-01T05:38:12Z - Fearimdly
2016-02-01T05:39:19Z - dhou
2016-02-01T05:40:58Z - haoljp
2016-02-01T06:09:53Z - latera1n
2016-02-01T06:11:00Z - BruceMaa
2016-02-01T06:23:49Z - DevinZhan
2016-02-01T06:34:24Z - mcxinyu
2016-02-01T06:43:33Z - ofawx
2016-02-01T06:48:10Z - MungerYu
2016-02-01T06:52:19Z - aleckxie
2016-02-01T07:32:49Z - LisonFan
2016-02-01T07:38:24Z - zhangtao2005
2016-02-01T08:12:42Z - langjun
2016-02-01T08:14:53Z - maquanhong
2016-02-01T08:38:08Z - rcpastor
2016-02-01T08:42:45Z - iamyuiwong
2016-02-01T08:50:47Z - chasecs
Page: 838
https://api.github.com/repos/apple/swift/stargazers?page=838&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-02-01T10:50:05Z - oluies
2016-02-01T10:50:43Z - beyondps
2016-02-01T12:10:21Z - ZupaDupa
2016-02-01T12:53:05Z - matiasvillaverde
2016-02-01T14:34:35Z - skmezanul
2016-02-01T14:35:20Z - cpg1111
2016-02-01T14:38:40Z - ArchieR7
2016-02-01T14:44:15Z - lammertw
2016-02-01T15:30:40Z - SergeyDukhovich
2016-02-01T15:41:13Z - Manoj-jonam
2016-02-01T16:24:23Z - jonlambert
2016-02-01T18:20:01Z - robert780612
2016-02-01T18:50:59Z - nathant99
2016-02-01T20:36:18Z - emlombardo
2016-02-01T20:54:12Z - billy70
2016-02-01T21:03:06Z - negebauer
2016-02-01T21:13:11Z - MichaelNeas
2016-02-01T21:19:27Z - cocoacoder
2016-02-01T21:57:49Z - fschlosser
2016-02-01T22:04:38Z - jiangong01
2016-02-01T23:49:13Z - gonsolo
2016-02-02T02:04:51Z - wangrenjun
2016-02-02T02:28:56Z - LawNoMercy
2016-02-02T04:19:54Z - Jamol
2016-02-02T04:28:00Z - davidmartinezfl
2016-02-02T05:13:23Z - kkpan11
2016-02-02T05:28:20Z - madhurakhal
2016-02-02T05:58:12Z - theseyi
2016-02-02T06:25:26Z - json007
2016-02-02T06:28:06Z - dolphinux
Page: 839
https://api.github.com/repos/apple/swift/stargazers?page=839&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-02-02T06:48:18Z - qrsouther
2016-02-02T08:11:44Z - AttackOnDobby
2016-02-02T08:17:03Z - fr0stevl
2016-02-02T08:41:42Z - shede333
2016-02-02T08:58:38Z - aaaamyamy
2016-02-02T09:05:06Z - iammadong
2016-02-02T09:21:29Z - olongQian
2016-02-02T09:33:43Z - cnwhao
2016-02-02T09:36:06Z - iFadi
2016-02-02T12:15:36Z - AugustusHuang
2016-02-02T12:34:33Z - varlottaang
2016-02-02T12:54:24Z - richardbuckle
2016-02-02T13:46:29Z - ywangwh
2016-02-02T14:13:40Z - iCharlesHu
2016-02-02T15:51:37Z - dreid89
2016-02-02T16:39:25Z - gerardtoko
2016-02-02T16:47:33Z - ccqpein
2016-02-02T17:16:36Z - tiferrei
2016-02-02T17:31:04Z - sucrewar
2016-02-02T18:04:52Z - dualmotkany
2016-02-02T18:45:44Z - sleimanx2
2016-02-02T18:46:05Z - iLippe
2016-02-02T19:50:54Z - rbro112
2016-02-02T20:48:47Z - Mikoj
2016-02-02T21:44:04Z - smaili
2016-02-02T21:53:48Z - rltbennett
2016-02-02T21:56:05Z - PaulDapolito
2016-02-02T22:30:04Z - matteocrippa
2016-02-02T23:42:06Z - smbarne
2016-02-03T00:05:42Z - DarvishKamalia
Page: 840
https://api.github.com/repos/apple/swift/stargazers?page=840&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-02-03T00:30:12Z - ctcchan
2016-02-03T01:13:41Z - lyp944
2016-02-03T01:21:01Z - robot-liu
2016-02-03T01:33:30Z - magazmj
2016-02-03T02:01:03Z - imadeit
2016-02-03T02:17:23Z - akapr
2016-02-03T03:12:10Z - Sum123
2016-02-03T03:15:25Z - jakecast
2016-02-03T04:17:26Z - ggiampietro
2016-02-03T05:13:13Z - yuanwind726
2016-02-03T05:37:36Z - monsterszw
2016-02-03T06:00:13Z - waterscar
2016-02-03T06:14:17Z - ZXiaoZ
2016-02-03T06:24:06Z - desinho
2016-02-03T06:27:38Z - mvangelist
2016-02-03T07:14:40Z - jetanikalpesh
2016-02-03T08:08:13Z - jql772386689
2016-02-03T08:35:03Z - davidgloves
2016-02-03T08:54:03Z - zxpLearnios
2016-02-03T09:16:53Z - JaspritBola
2016-02-03T10:30:21Z - alexander1237
2016-02-03T11:00:51Z - Rima1992
2016-02-03T12:03:21Z - dimklo
2016-02-03T13:14:45Z - ober01
2016-02-03T13:43:34Z - edsgerlin
2016-02-03T15:12:12Z - dash2go
2016-02-03T15:38:09Z - leverdeterre
2016-02-03T16:08:49Z - gotomo
2016-02-03T16:40:36Z - vp92
2016-02-03T18:11:23Z - cknadler
Page: 841
https://api.github.com/repos/apple/swift/stargazers?page=841&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2016-02-03T21:12:56Z - mentormate-gavinfinden
2016-02-03T21:50:11Z - rama-manne
2016-02-03T21:58:10Z - GabrielAlva
2016-02-03T22:11:57Z - MrKrucible
2016-02-03T22:56:53Z - csh
2016-02-03T23:19:12Z - DaniilBabanin
2016-02-04T01:05:06Z - milseman
2016-02-04T01:28:52Z - trilorez
2016-02-04T06:40:27Z - tinyZhu
2016-02-04T06:48:59Z - shuiping150
2016-02-04T07:16:40Z - ultra7677
2016-02-04T07:36:42Z - rateraide
2016-02-04T07:38:32Z - bluwave
2016-02-04T08:43:39Z - yourmoonlight
2016-02-04T09:13:31Z - squidinc
2016-02-04T09:45:28Z - jasonkwh
2016-02-04T13:25:50Z - 0x2Adr1
2016-02-04T14:06:26Z - dkk009
2016-02-04T14:14:31Z - yunsur
